student_id,name,major,semester,GPA,courses_taken,courses_gpa,required_major_courses_completed,credits_completed,current_courses,lab_interest_keywords,preferred_research_area,prior_project_experience,weekly_study_hours,attendance_rate,sleeps_hours_per_day,stress_level,assignment_completion_rate,class_participation
22200524,Yoon Kyungsoo,Computer Science,3,3.79,ECE10002;ECE10005;ECE10020,3.0;3.68;4.03,ECE10020,9,ECE20065;ECE20010,Medical Imaging;Deep Learning;Signal Processing;Wireless Communication,Wireless Communication,no,11,86%,5,8,77%,89%
22200525,Ha Jaehyun,Computer Science and Electrical Engineering,4,3.68,ECE10020;ECE10005;ECE20064;ECE20065;ECE20025,3.29;3.34;3.77;4.32;4.1,ECE10020,15,ECE20022;ECE20009,Wireless Communication;Game Development;Deep Learning,Human-Computer Interaction,no,13,89%,5,1,100%,87%
22300526,Ryu Heejin,AI - Computer Science and Engineering,3,4.12,ECE10005;ECE10020,4.25;3.5,ECE10020,6,ECE20064;ECE20016;ECE20057,Software Engineering;Autonomous Systems,Image Processing,yes,21,98%,8,8,95%,85%
22200527,Yoon Jiwon,Computer Science and Electrical Engineering,3,4.03,ECE10002;ECE10020;ECE10005,3.33;4.49;3.37,ECE10020,9,ECE20016;ECE20057;ECE20064;ECE20025,Human-Computer Interaction;Image Processing;Game Development,Mobile Development,yes,10,92%,8,2,89%,100%
22200528,Byun Seojin,Computer Science and Electrical Engineering,4,3.57,ECE10002;ECE10005;ECE20065;ECE20016;ECE20025,4.2;3.18;2.76;3.4;3.05,,15,ECE20063;ECE20042,Multimedia Systems;Software Engineering;Robotics;Human-Computer Interaction,Robotics,yes,17,89%,9,5,85%,87%
22300529,Seo Siwoo,AI - Computer Science and Engineering,4,4.01,ECE10005;ECE10020;ECE20057;ECE20010,4.36;3.65;4.46;3.13,ECE10020;ECE20010,12,ECE20006;ECE20026;ECE20042;ECE20022,Deep Learning;Computer Vision,Integrated Circuits,yes,38,92%,3,7,80%,92%
21900530,Kang Haeun,Computer Science and Electrical Engineering,3,3.02,ECE10005;ECE10002;ECE10020,4.42;2.84;2.57,ECE10020,9,ECE20064;ECE20016,Medical Imaging;Autonomous Systems,Computer Vision,yes,38,94%,3,10,81%,89%
22400531,Yang Hoseok,Computer Science and Electrical Engineering,5,3.31,ECE10002;ECE10020;ECE20065;ECE20010;ECE20021;ECE20026,3.63;4.33;4.3;2.52;3.89;2.83,ECE10020;ECE20010;ECE20021;ECE20026,18,ECE30021;ECE30002,Computer Vision;Mobile Computing,Human-Computer Interaction,no,24,98%,3,1,91%,87%
22200532,Jang Jinyoung,Computer Science and Electrical Engineering,4,3.77,ECE10020;ECE10005;ECE10002;ECE20016;ECE20057;ECE20064;ECE20025,3.77;4.43;3.68;3.91;3.66;4.15;4.14,ECE10020,21,ECE20006;ECE20027;ECE20026,Software Engineering;Sensor Technology;Computer Vision;Robotics,Web Development,yes,36,80%,4,10,98%,85%
22300533,Cho Hoseok,Computer Science,4,3.83,ECE10005;ECE10020;ECE20064;ECE20025;ECE20010,2.6;3.99;4.33;4.21;3.57,ECE10020;ECE20010,15,ECE20026;ECE20009;ECE20042,Embedded Systems;Image Processing;Computer Networks,Human-Computer Interaction,yes,21,91%,9,9,82%,99%
22000534,Hwang Haejin,AI - Computer Science and Engineering,5,3.38,ECE10005;ECE10020;ECE10002;ECE20010;ECE20016;ECE20064;ECE20021;ECE20042;ECE20063,2.98;3.84;3.98;2.97;3.26;4.33;2.86;2.56;3.82,ECE10020;ECE20010;ECE20021,27,ECE30070;ECE30008;ECE30021;ECE30030,Security;Mobile Computing;Multimedia Systems;Embedded Systems,Computer Vision,yes,21,86%,5,3,99%,79%
22400535,Lee Harin,Computer Science and Electrical Engineering,5,3.69,ECE10002;ECE10020;ECE10005;ECE20065;ECE20064;ECE20057;ECE20025;ECE20006;ECE20063;ECE20009,4.04;3.95;3.0;3.27;3.82;3.83;3.72;4.13;2.52;2.82,ECE10020,30,ECE30039;ECE30051;ECE30021;ECE30070,Integrated Circuits;Human-Computer Interaction;Software Engineering;Mobile Development,Artificial Intelligence,no,36,75%,6,4,97%,80%
22400536,Kim Wonwoo,Computer Science and Electrical Engineering,2,2.83,,,,0,ECE10002;ECE10020,Signal Processing;Human-Computer Interaction,Deep Learning,yes,8,93%,4,2,80%,92%
21900537,Cho Hana,Electrical Engineering,6,3.28,ECE10005;ECE10002;ECE20065;ECE20016;ECE20064;ECE20057;ECE20016;ECE20022;ECE20061;ECE30051;ECE30039;ECE30063,4.28;2.71;3.07;2.61;2.66;4.12;2.78;3.21;3.85;3.46;3.64;4.4,ECE20065,36,ECE30078;ECE30087,Deep Learning;Integrated Circuits,Web Development,yes,13,97%,6,2,91%,82%
22400538,Han Soobin,Electrical Engineering,4,3.91,ECE10005;ECE10020;ECE10002;ECE20064;ECE20010;ECE20016,2.86;4.19;4.5;3.47;3.7;3.52,ECE10020,18,ECE20021;ECE20006,Artificial Intelligence;Human-Computer Interaction,Multimedia Systems,yes,11,76%,8,1,77%,88%
22300539,Hwang Jisoo,Electrical Engineering,5,3.64,ECE10005;ECE10002;ECE20016;ECE20057;ECE20010;ECE20064;ECE20022;ECE20010;ECE20016,2.52;3.05;3.24;4.18;2.91;4.05;2.74;3.6;4.12,,27,ECE30083;ECE30039,Software Engineering;Web Development;Game Development,Human-Computer Interaction,no,10,96%,8,4,83%,89%
22300540,Joo Suhyun,AI - Computer Science and Engineering,4,3.47,ECE10005;ECE10002;ECE20057;ECE20016;ECE20065,3.94;3.82;3.27;3.1;4.17,,15,ECE20009;ECE20022;ECE20063;ECE20026,Security;Wireless Communication,Computer Vision,no,19,95%,3,10,84%,96%
21900541,Hwang Sunghoon,Computer Science,6,3.66,ECE10002;ECE10005;ECE20010;ECE20025;ECE20064;ECE20016;ECE20063;ECE20006;ECE30011;ECE30039;ECE30021,4.25;3.03;4.06;3.27;3.87;2.67;2.52;4.03;4.18;2.69;2.59,ECE20010;ECE30021,33,ECE30018;ECE30040;ECE30086,Mobile Development;Medical Imaging;Game Development;Autonomous Systems,Autonomous Systems,no,15,91%,5,4,88%,90%
22000542,Cho Mingyu,Computer Science,3,3.48,ECE10020;ECE10002;ECE10005,3.64;3.3;2.82,ECE10020,9,ECE20025;ECE20065,Computer Networks;Human-Computer Interaction,Embedded Systems,yes,26,100%,8,4,81%,77%
21900543,Cho Harin,Computer Science and Electrical Engineering,2,3.97,,,,0,ECE10020;ECE10005;ECE10002,Robotics;Mobile Computing,Computer Networks,yes,16,95%,3,10,88%,79%
22200544,Ha Eunji,AI - Computer Science and Engineering,4,3.56,ECE10005;ECE10002;ECE10020;ECE20065;ECE20057;ECE20064;ECE20010,3.8;3.1;3.15;4.14;3.64;4.35;4.35,ECE10020;ECE20010,21,ECE20042;ECE20027;ECE20006,Web Development;Human-Computer Interaction,Artificial Intelligence,no,24,96%,5,5,85%,80%
22400545,No Hana,Electrical Engineering,2,2.67,,,,0,ECE10002;ECE10005;ECE10020,Medical Imaging;Web Development,Artificial Intelligence,yes,5,87%,5,5,96%,78%
22200546,Park Soyeon,Computer Science,5,3.27,ECE10002;ECE10020;ECE10005;ECE20025;ECE20016;ECE20057;ECE20010;ECE20042;ECE20009,2.71;4.01;2.68;2.59;2.9;4.14;4.46;2.8;3.91,ECE10020;ECE20010,27,ECE30070;ECE30008;ECE30039,Embedded Systems;Sensor Technology;Deep Learning,Wireless Communication,no,25,95%,7,2,97%,93%
22100547,Kang Gyuri,Computer Science and Electrical Engineering,5,3.31,ECE10020;ECE10002;ECE10005;ECE20065;ECE20057;ECE20042;ECE20009,2.7;4.11;2.71;3.01;4.05;2.94;4.47,ECE10020,21,ECE30002;ECE30070,Medical Imaging;Software Engineering;Deep Learning,Game Development,yes,17,85%,6,9,75%,94%
22300548,Joo Yeonjun,Computer Science and Electrical Engineering,2,2.8,,,,0,ECE10005;ECE10020,Sensor Technology;Mobile Development;Medical Imaging;Web Development,Mobile Computing,no,22,77%,4,2,96%,99%
22300549,Ryu Jihoon,Electrical Engineering,2,3.25,,,,0,ECE10002;ECE10020;ECE10005,Multimedia Systems;Computer Vision;Sensor Technology;Artificial Intelligence,Security,yes,5,75%,4,10,99%,98%
21900550,Kang Chaeyoung,Computer Science,4,3.3,ECE10005;ECE10020;ECE20065;ECE20064;ECE20010;ECE20057,3.9;3.51;2.78;2.57;3.68;4.25,ECE10020;ECE20010,18,ECE20021;ECE20027,Computer Vision;Security;Wireless Communication,Artificial Intelligence,yes,25,88%,4,3,90%,82%
22300551,Choi Siwoo,AI - Computer Science and Engineering,3,3.52,ECE10020;ECE10002,2.61;4.29,ECE10020,6,ECE20025;ECE20065;ECE20064;ECE20010,Computer Networks;Wireless Communication;Game Development,Medical Imaging,no,11,83%,4,1,92%,76%
22200552,Ryu Kyungsoo,Computer Science,5,3.08,ECE10002;ECE10020;ECE20064;ECE20057;ECE20042;ECE20006;ECE20009,3.95;3.72;3.14;3.16;3.03;3.61;2.96,ECE10020,21,ECE30021;ECE30012;ECE30039,Mobile Development;Signal Processing;Multimedia Systems,Software Engineering,no,13,98%,5,2,100%,75%
22400553,No Sunghoon,Computer Science,4,4.12,ECE10005;ECE10002;ECE20065;ECE20010;ECE20064;ECE20057,4.01;4.49;3.56;2.79;4.34;4.1,ECE20010,18,ECE20009;ECE20026;ECE20022;ECE20063,Medical Imaging;Wireless Communication,Web Development,no,14,86%,6,8,77%,81%
22000554,Ahn Heejin,AI - Computer Science and Engineering,4,3.43,ECE10005;ECE10002;ECE10020;ECE20025;ECE20057;ECE20065,3.82;2.91;2.53;2.93;4.33;3.06,ECE10020,18,ECE20021;ECE20006;ECE20026;ECE20022,Wireless Communication;Game Development;Signal Processing;Computer Vision,Robotics,yes,9,95%,6,10,80%,79%
22300555,Han Yuna,AI - Computer Science and Engineering,5,3.3,ECE10020;ECE10005;ECE20010;ECE20016;ECE20009;ECE20042;ECE20063,3.1;2.55;2.57;3.97;3.62;3.21;2.91,ECE10020;ECE20010,21,ECE30021;ECE30002;ECE30030;ECE30070,Security;Sensor Technology,Deep Learning,no,23,90%,9,3,83%,97%
21900556,Jang Dahyun,Computer Science,4,3.46,ECE10005;ECE10002;ECE20025;ECE20065,3.62;3.68;3.42;3.29,,12,ECE20021;ECE20026,Web Development;Multimedia Systems;Mobile Development,Medical Imaging,yes,35,96%,6,7,79%,78%
22300557,Seok Jinyoung,Computer Science,6,3.77,ECE10005;ECE10002;ECE20010;ECE20064;ECE20022;ECE20042;ECE20027;ECE30002;ECE30070;ECE30021,2.59;3.04;3.44;4.19;4.19;3.22;4.46;3.39;3.07;3.43,ECE20010;ECE30021,30,ECE30006;ECE30078,Embedded Systems;Human-Computer Interaction,Artificial Intelligence,yes,17,96%,7,7,81%,77%
22400558,Song Eunji,Computer Science,6,3.99,ECE10005;ECE10020;ECE20065;ECE20057;ECE20016;ECE20009;ECE20026;ECE30011;ECE30008,3.74;4.23;3.67;3.86;3.65;3.9;4.28;3.54;4.44,ECE10020;ECE20026;ECE30008,27,ECE30018;ECE30003;ECE30087;ECE30086,Security;Mobile Computing;Game Development;Wireless Communication,Deep Learning,no,10,89%,6,6,99%,98%
22100559,Han Jisoo,Electrical Engineering,4,3.43,ECE10020;ECE10005;ECE10002;ECE20010;ECE20065;ECE20064;ECE20057,3.09;3.48;4.37;3.62;3.89;3.23;3.39,ECE10020;ECE20065,21,ECE20066;ECE20006;ECE20053;ECE20063,Signal Processing;Human-Computer Interaction,Mobile Development,yes,25,93%,6,10,84%,87%
22200560,Choi Jiwon,Electrical Engineering,6,3.39,ECE10020;ECE10002;ECE10005;ECE20016;ECE20057;ECE20010;ECE20065;ECE20053;ECE20022;ECE30021;ECE30051,3.28;3.03;2.68;3.98;4.14;3.76;3.76;3.16;2.56;3.94;3.95,ECE10020;ECE20065,33,ECE30078;ECE30087,Autonomous Systems;Medical Imaging;Mobile Computing;Artificial Intelligence,Security,no,21,76%,7,2,79%,93%
22200561,Song Hoseok,Computer Science and Electrical Engineering,3,2.42,ECE10005;ECE10002,2.74;2.55,,6,ECE20064;ECE20025;ECE20065;ECE20016,Embedded Systems;Integrated Circuits,Human-Computer Interaction,no,16,78%,9,4,93%,91%
22200562,Nam Nayeon,Computer Science and Electrical Engineering,2,2.71,,,,0,ECE10020;ECE10005,Artificial Intelligence;Mobile Development;Sensor Technology,Signal Processing,yes,22,79%,5,2,76%,84%
22100563,Oh Hana,Computer Science and Electrical Engineering,2,3.36,,,,0,ECE10002;ECE10005;ECE10020,Mobile Computing;Deep Learning;Human-Computer Interaction;Game Development,Image Processing,yes,29,88%,9,10,80%,99%
22000564,Ha Seojin,Electrical Engineering,4,3.42,ECE10020;ECE10005;ECE20010;ECE20016,3.24;4.49;4.24;2.86,ECE10020,12,ECE20066;ECE20063;ECE20053,Autonomous Systems;Security;Integrated Circuits,Integrated Circuits,yes,22,78%,3,8,90%,87%
22300565,Byun Soobin,Electrical Engineering,5,3.66,ECE10020;ECE10002;ECE10005;ECE20057;ECE20016;ECE20010;ECE20064;ECE20022;ECE20010;ECE20016,3.95;4.03;2.75;3.25;4.34;4.37;3.48;4.21;4.01;3.36,ECE10020,30,ECE30070;ECE30039,Human-Computer Interaction;Image Processing;Deep Learning,Signal Processing,yes,40,75%,3,5,80%,93%
22000566,No Suhyun,Computer Science,3,2.8,ECE10005;ECE10020,3.5;2.64,ECE10020,6,ECE20064;ECE20057;ECE20016,Embedded Systems;Computer Vision;Software Engineering,Robotics,yes,13,98%,7,1,88%,95%
22200567,Han Hyunwoo,AI - Computer Science and Engineering,6,3.97,ECE10005;ECE10002;ECE10020;ECE20064;ECE20010;ECE20057;ECE20025;ECE20063;ECE20026;ECE30008;ECE30051;ECE30070;ECE30039,4.29;4.28;3.56;4.1;4.36;4.05;2.9;3.87;3.78;4.38;4.44;4.44;3.62,ECE10020;ECE20010;ECE20026;ECE30008,39,ECE30003;ECE30018;ECE30087;ECE30006,Software Engineering;Game Development;Mobile Development;Human-Computer Interaction,Artificial Intelligence,yes,16,81%,9,8,100%,93%
22200568,No Jisoo,Computer Science,3,3.65,ECE10002;ECE10005,3.21;4.05,,6,ECE20010;ECE20057;ECE20016,Computer Networks;Software Engineering;Game Development;Robotics,Human-Computer Interaction,yes,28,89%,8,10,85%,83%
22300569,Ryu Jihoon,AI - Computer Science and Engineering,2,3.11,,,,0,ECE10020;ECE10002,Artificial Intelligence;Web Development;Autonomous Systems;Image Processing,Medical Imaging,yes,12,79%,5,8,91%,78%
21900570,Jang Eunji,Computer Science,2,3.72,,,,0,ECE10002;ECE10005,Artificial Intelligence;Security;Image Processing,Embedded Systems,no,8,76%,5,6,89%,76%
22000571,Kim Nari,Computer Science and Electrical Engineering,5,3.24,ECE10002;ECE10005;ECE10020;ECE20057;ECE20016;ECE20065;ECE20063;ECE20027,3.57;2.9;2.72;2.61;3.85;3.97;3.11;2.99,ECE10020,24,ECE30030;ECE30039;ECE30021;ECE30012,Deep Learning;Wireless Communication;Computer Vision,Web Development,yes,24,78%,8,6,89%,94%
22300572,Jeon Minji,AI - Computer Science and Engineering,3,2.55,ECE10005;ECE10002,2.55;2.93,,6,ECE20057;ECE20010;ECE20064,Embedded Systems;Medical Imaging;Deep Learning;Security,Web Development,no,33,99%,3,7,100%,77%
22300573,Kwon Hoseok,Computer Science and Electrical Engineering,2,3.75,,,,0,ECE10002;ECE10005;ECE10020,Computer Networks;Signal Processing,Deep Learning,yes,6,94%,9,10,84%,86%
22200574,Han Seungmin,Computer Science and Electrical Engineering,2,3.76,,,,0,ECE10002;ECE10020,Artificial Intelligence;Web Development,Signal Processing,no,17,84%,3,1,91%,78%
22100575,Kim Taehyun,Electrical Engineering,3,3.08,ECE10020;ECE10005;ECE10002,4.43;2.84;2.67,ECE10020,9,ECE20057;ECE20065;ECE20010;ECE20016,Mobile Development;Security,Integrated Circuits,no,39,96%,4,5,79%,84%
22300576,Gu Nayeon,Computer Science and Electrical Engineering,6,3.86,ECE10020;ECE10005;ECE20065;ECE20016;ECE20042;ECE20027;ECE30030;ECE30002;ECE30008;ECE30011,3.4;4.41;3.27;2.97;2.71;3.0;3.57;3.83;4.39;4.12,ECE10020;ECE30008,30,ECE30087;ECE30006;ECE30018,Robotics;Deep Learning;Game Development;Web Development,Deep Learning,no,18,86%,4,10,90%,100%
22300577,No Haejin,Computer Science and Electrical Engineering,2,3.2,,,,0,ECE10005;ECE10002;ECE10020,Software Engineering;Web Development;Medical Imaging;Human-Computer Interaction,Software Engineering,no,10,87%,3,7,84%,82%
22300578,Shin Mingyu,AI - Computer Science and Engineering,2,3.64,,,,0,ECE10020;ECE10005;ECE10002,Sensor Technology;Deep Learning,Software Engineering,yes,9,80%,9,3,79%,78%
22100579,Jeon Sungmin,Electrical Engineering,3,3.77,ECE10020;ECE10005,4.12;3.53,ECE10020,6,ECE20065;ECE20016;ECE20057,Artificial Intelligence;Computer Vision;Software Engineering;Embedded Systems,Deep Learning,yes,18,86%,6,9,96%,98%
21900580,Cho Yejin,Computer Science,3,3.02,ECE10005;ECE10002,3.13;3.44,,6,ECE20064;ECE20025;ECE20016;ECE20010,Wireless Communication;Artificial Intelligence;Embedded Systems,Image Processing,yes,30,78%,8,5,78%,75%
22100581,Joo Hoseok,Electrical Engineering,2,2.94,,,,0,ECE10020;ECE10005;ECE10002,Deep Learning;Signal Processing;Computer Networks,Sensor Technology,yes,24,96%,5,8,99%,96%
22100582,Ryu Jiwon,Computer Science,3,3.77,ECE10005;ECE10020,4.01;3.7,ECE10020,6,ECE20064;ECE20025,Integrated Circuits;Computer Vision;Mobile Computing,Signal Processing,yes,5,91%,9,2,90%,95%
22100583,Lim Minho,Computer Science and Electrical Engineering,3,3.53,ECE10005;ECE10020,3.3;3.69,ECE10020,6,ECE20025;ECE20065,Mobile Computing;Integrated Circuits;Autonomous Systems,Embedded Systems,no,16,88%,7,6,81%,84%
22100584,Baek Minho,AI - Computer Science and Engineering,3,3.87,ECE10020;ECE10002,3.72;3.8,ECE10020,6,ECE20064;ECE20057,Software Engineering;Web Development;Wireless Communication;Autonomous Systems,Signal Processing,yes,37,85%,5,1,94%,75%
22200585,Jung Soyeon,Computer Science,3,3.77,ECE10002;ECE10020;ECE10005,4.15;3.94;4.03,ECE10020,9,ECE20010;ECE20016,Signal Processing;Computer Networks,Computer Vision,no,20,82%,7,7,94%,92%
22300586,Lim Jinyoung,Electrical Engineering,5,3.99,ECE10020;ECE10005;ECE10002;ECE20057;ECE20016;ECE20016;ECE20066,2.9;4.49;3.97;4.3;4.49;4.29;2.66,ECE10020;ECE20066,21,ECE30051;ECE30039,Wireless Communication;Deep Learning;Embedded Systems;Sensor Technology,Autonomous Systems,yes,22,99%,9,5,82%,88%
22400587,Joo Jiwon,Computer Science,5,3.45,ECE10005;ECE10002;ECE10020;ECE20064;ECE20010;ECE20025;ECE20065;ECE20009;ECE20042;ECE20021;ECE20006,3.93;2.53;3.39;3.77;2.58;2.84;4.05;3.76;3.61;2.71;3.01,ECE10020;ECE20010;ECE20021,33,ECE30021;ECE30070;ECE30012;ECE30011,Computer Networks;Web Development;Autonomous Systems,Web Development,yes,14,91%,3,5,84%,76%
22400588,Jang Hoseok,AI - Computer Science and Engineering,4,3.34,ECE10020;ECE10002;ECE10005;ECE20010;ECE20057;ECE20016,3.51;3.16;4.43;2.71;3.7;2.82,ECE10020;ECE20010,18,ECE20027;ECE20006;ECE20042,Autonomous Systems;Software Engineering;Human-Computer Interaction;Embedded Systems,Security,yes,5,85%,6,8,75%,97%
22400589,Nam Youngjae,AI - Computer Science and Engineering,5,3.76,ECE10002;ECE10020;ECE20016;ECE20057;ECE20025;ECE20064;ECE20009;ECE20042,4.36;4.26;3.83;3.97;2.71;2.93;2.77;3.42,ECE10020,24,ECE30021;ECE30070;ECE30051;ECE30011,Web Development;Signal Processing,Security,no,12,76%,3,7,80%,94%
21900590,Byun Seojin,AI - Computer Science and Engineering,6,3.77,ECE10002;ECE10005;ECE10020;ECE20064;ECE20057;ECE20065;ECE20009;ECE20042;ECE20063;ECE20022;ECE30070;ECE30030;ECE30051,2.61;3.5;3.44;4.46;2.87;3.91;4.11;3.44;2.99;4.07;4.4;3.79;3.57,ECE10020,39,ECE30003;ECE30018,Autonomous Systems;Multimedia Systems;Signal Processing;Sensor Technology,Web Development,no,19,77%,5,3,91%,86%
22400591,Shin Kyungsoo,Electrical Engineering,5,4.04,ECE10020;ECE10005;ECE10002;ECE20010;ECE20064;ECE20010;ECE20066;ECE20016;ECE20063,3.14;3.98;4.34;3.83;4.49;3.08;4.43;4.46;3.13,ECE10020;ECE20066,27,ECE30039;ECE30054;ECE30063,Autonomous Systems;Sensor Technology;Medical Imaging,Robotics,no,38,88%,7,1,94%,100%
21900592,Hwang Mingyu,Computer Science and Electrical Engineering,6,3.18,ECE10005;ECE10002;ECE20064;ECE20057;ECE20025;ECE20006;ECE20009;ECE20026;ECE30008;ECE30030,3.02;4.03;3.84;3.08;3.63;2.97;2.69;2.98;3.21;4.0,ECE20026;ECE30008,30,ECE30003;ECE30087;ECE30078,Mobile Development;Game Development;Multimedia Systems;Artificial Intelligence,Game Development,yes,21,86%,8,10,87%,75%
22100593,Seok Wonwoo,Computer Science and Electrical Engineering,2,2.73,,,,0,ECE10002;ECE10020,Security;Autonomous Systems,Medical Imaging,yes,27,83%,5,8,76%,82%
21900594,Yoon Sunghoon,Computer Science,4,3.5,ECE10002;ECE10005;ECE10020;ECE20065;ECE20025;ECE20057;ECE20010,2.76;2.72;3.28;4.15;4.33;3.14;4.38,ECE10020;ECE20010,21,ECE20042;ECE20006;ECE20027;ECE20022,Sensor Technology;Medical Imaging;Mobile Computing,Mobile Development,yes,14,83%,8,7,81%,84%
22400595,No Mingyu,Computer Science and Electrical Engineering,4,3.58,ECE10005;ECE10020;ECE10002;ECE20010;ECE20065;ECE20025;ECE20057,2.71;3.16;3.48;2.96;3.34;3.67;3.77,ECE10020;ECE20010,21,ECE20006;ECE20022;ECE20009,Signal Processing;Robotics,Image Processing,yes,10,98%,5,10,76%,94%
22000596,Ahn Mingyu,Computer Science and Electrical Engineering,3,3.57,ECE10020;ECE10005,3.75;3.9,ECE10020,6,ECE20016;ECE20025;ECE20064;ECE20010,Signal Processing;Deep Learning;Wireless Communication;Integrated Circuits,Signal Processing,no,11,81%,9,3,91%,79%
22000597,Seo Nayeon,Computer Science and Electrical Engineering,5,3.6,ECE10020;ECE10002;ECE10005;ECE20025;ECE20016;ECE20021;ECE20063;ECE20009,3.94;3.73;3.73;4.47;3.94;3.26;3.86;3.86,ECE10020;ECE20021,24,ECE30012;ECE30030,Wireless Communication;Autonomous Systems;Multimedia Systems;Deep Learning,Image Processing,no,37,89%,7,3,77%,91%
22300598,Yang Yuna,Electrical Engineering,6,3.56,ECE10005;ECE10020;ECE20057;ECE20010;ECE20065;ECE20006;ECE20066;ECE20063;ECE30021;ECE30083,3.34;4.35;4.4;3.35;4.34;4.46;3.33;2.64;3.34;3.22,ECE10020;ECE20065;ECE20066,30,ECE30018;ECE30040;ECE30086,Software Engineering;Embedded Systems;Autonomous Systems,Web Development,no,29,92%,9,2,83%,80%
22400599,Kang Taehyun,Computer Science,3,3.59,ECE10005;ECE10002;ECE10020,2.99;2.69;4.34,ECE10020,9,ECE20025;ECE20016;ECE20057;ECE20064,Security;Computer Vision;Embedded Systems,Human-Computer Interaction,no,20,77%,5,4,76%,97%
21900600,Jeon Jisoo,Computer Science,4,3.39,ECE10002;ECE10020;ECE20010;ECE20025;ECE20057;ECE20016,4.04;2.84;3.09;4.09;3.37;2.68,ECE10020;ECE20010,18,ECE20022;ECE20021,Medical Imaging;Game Development,Mobile Computing,no,11,90%,5,8,79%,91%
21900601,Jung Siwoo,AI - Computer Science and Engineering,6,2.97,ECE10005;ECE10002;ECE20065;ECE20057;ECE20016;ECE20010;ECE20063;ECE20042;ECE20022;ECE20006;ECE30011;ECE30051,4.08;2.67;2.97;2.61;3.23;4.43;2.98;3.19;3.91;2.51;3.74;2.7,ECE20010,36,ECE30040;ECE30086;ECE30003,Web Development;Deep Learning,Web Development,no,26,97%,4,10,77%,89%
22100602,Jeon Mingyu,Computer Science and Electrical Engineering,3,3.52,ECE10002;ECE10005,3.6;3.22,,6,ECE20025;ECE20016,Wireless Communication;Mobile Computing;Artificial Intelligence;Medical Imaging,Artificial Intelligence,no,30,84%,7,1,81%,79%
21900603,Song Mingyu,Computer Science,2,3.53,,,,0,ECE10005;ECE10020,Embedded Systems;Artificial Intelligence;Sensor Technology,Computer Networks,no,15,79%,4,3,94%,92%
22100604,Kim Harin,Computer Science and Electrical Engineering,6,3.35,ECE10005;ECE10002;ECE10020;ECE20025;ECE20016;ECE20010;ECE20065;ECE20021;ECE20042;ECE20006;ECE20063;ECE30051;ECE30011;ECE30012;ECE30008,2.76;3.13;3.03;3.03;3.55;3.09;4.46;4.21;2.87;3.17;3.97;4.04;4.1;4.3;4.21,ECE10020;ECE20010;ECE20021;ECE30008,45,ECE30087;ECE30086,Game Development;Deep Learning;Medical Imaging;Software Engineering,Autonomous Systems,yes,39,76%,4,9,89%,83%
22100605,Ha Areum,Computer Science and Electrical Engineering,6,3.83,ECE10002;ECE10020;ECE20010;ECE20025;ECE20064;ECE20022;ECE20063;ECE20042;ECE20006;ECE30070;ECE30051;ECE30030;ECE30012,4.49;3.82;3.35;4.2;3.41;2.6;4.48;4.08;3.44;3.76;4.42;3.97;4.46,ECE10020;ECE20010,39,ECE30006;ECE30018,Mobile Development;Deep Learning;Integrated Circuits,Artificial Intelligence,yes,10,78%,5,1,94%,79%
22400606,Ha Myungsoo,Computer Science and Electrical Engineering,5,3.54,ECE10005;ECE10002;ECE20025;ECE20065;ECE20021;ECE20022;ECE20042;ECE20063,3.42;2.6;3.81;4.44;3.37;3.86;4.2;4.42,ECE20021,24,ECE30012;ECE30011;ECE30039,Web Development;Security,Robotics,yes,9,81%,8,8,75%,80%
22000607,Kang Taehyun,AI - Computer Science and Engineering,4,3.02,ECE10020;ECE10005;ECE10002;ECE20025;ECE20065;ECE20057,3.78;2.52;3.21;4.13;2.87;2.84,ECE10020,18,ECE20021;ECE20026;ECE20006;ECE20022,Mobile Computing;Computer Networks,Security,no,34,89%,3,5,80%,96%
22300608,Ryu Jiwon,Computer Science,3,3.55,ECE10005;ECE10002;ECE10020,3.17;3.24;3.71,ECE10020,9,ECE20025;ECE20064;ECE20016;ECE20065,Integrated Circuits;Autonomous Systems;Wireless Communication,Integrated Circuits,no,40,90%,8,10,88%,99%
22100609,Choi Eunji,AI - Computer Science and Engineering,2,2.72,,,,0,ECE10002;ECE10020;ECE10005,Image Processing;Human-Computer Interaction;Wireless Communication,Autonomous Systems,yes,11,91%,9,5,80%,96%
22400610,Gu Gyuri,Electrical Engineering,4,3.01,ECE10005;ECE10020;ECE10002;ECE20064;ECE20065,3.3;3.33;2.87;3.79;3.06,ECE10020;ECE20065,15,ECE20053;ECE20010;ECE20063;ECE20066,Human-Computer Interaction;Computer Vision;Robotics,Computer Networks,no,38,85%,7,5,90%,100%
22300611,Lim Jihoon,Computer Science,4,3.62,ECE10005;ECE10020;ECE20016;ECE20057;ECE20010,3.85;3.66;3.24;4.26;3.2,ECE10020;ECE20010,15,ECE20026;ECE20006;ECE20021;ECE20063,Image Processing;Human-Computer Interaction;Embedded Systems,Artificial Intelligence,yes,14,80%,5,2,98%,94%
22400612,Jeon Myungsoo,Electrical Engineering,5,3.44,ECE10002;ECE10005;ECE20065;ECE20010;ECE20016;ECE20064;ECE20063;ECE20022;ECE20066,3.91;3.2;4.19;3.38;3.71;2.73;4.01;2.56;3.1,ECE20065;ECE20066,27,ECE30070;ECE30054;ECE30063;ECE30021,Computer Vision;Wireless Communication,Mobile Development,yes,15,83%,8,10,93%,75%
